id, age, sex, region, income, married, children, car, save_act, current_act, mortgage, pep
ID12998, 35, MALE, TOWN, 32524.5, NO, 2, YES, YES, YES, YES, NO
ID12999, 60, MALE, TOWN, 20455.3, YES, 2, NO, YES, NO, NO, NO
ID13000, 44, MALE, INNER_CITY, 22010.2, NO, 1, NO, YES, NO, NO, NO
ID13001, 43, FEMALE, INNER_CITY, 35514.9, YES, 1, NO, YES, YES, YES, NO
ID13002, 26, MALE, TOWN, 30989.7, YES, 1, NO, YES, YES, NO, YES
ID13003, 46, MALE, INNER_CITY, 14937.8, YES, 1, NO, NO, YES, NO, NO
ID13004, 54, MALE, INNER_CITY, 29806.8, NO, 0, YES, YES, YES, NO, YES
ID13005, 41, FEMALE, TOWN, 44304.1, NO, 2, YES, YES, YES, NO, YES
ID13006, 42, MALE, INNER_CITY, 16390.0, YES, 1, YES, YES, YES, NO, NO
ID13007, 42, MALE, SUBURBAN, 17513.0, YES, 2, NO, YES, YES, NO, NO
ID13008, 48, FEMALE, SUBURBAN, 40609.8, YES, 0, NO, YES, YES, NO, NO
ID13009, 55, FEMALE, RURAL, 50006.9, YES, 1, NO, YES, YES, NO, YES
ID13010, 49, MALE, TOWN, 36166.3, NO, 2, YES, NO, YES, NO, YES
ID13011, 56, FEMALE, INNER_CITY, 25935.7, NO, 2, YES, YES, YES, NO, NO
ID13012, 29, MALE, TOWN, 42663.5, YES, 1, YES, YES, NO, NO, NO
ID13013, 59, FEMALE, RURAL, 48528.7, NO, 1, YES, YES, YES, YES, NO
ID13014, 60, MALE, INNER_CITY, 23205.8, YES, 2, YES, YES, YES, NO, NO
ID13015, 38, FEMALE, INNER_CITY, 50137.7, NO, 2, NO, YES, YES, YES, YES
ID13016, 24, MALE, TOWN, 34379.8, YES, 2, NO, YES, NO, NO, NO
ID13017, 45, FEMALE, TOWN, 45882.4, YES, 0, YES, YES, YES, YES, NO
ID13018, 45, MALE, TOWN, 34566.6, YES, 2, YES, YES, YES, NO, YES
ID13019, 38, MALE, INNER_CITY, 37884.3, NO, 1, YES, NO, NO, YES, YES
ID13020, 58, FEMALE, INNER_CITY, 34713.5, YES, 1, YES, YES, NO, YES, NO
ID13021, 59, MALE, TOWN, 49284.9, YES, 3, NO, YES, YES, NO, YES
ID13022, 32, MALE, SUBURBAN, 50464.3, YES, 1, NO, YES, YES, NO, NO
ID13023, 59, FEMALE, TOWN, 27520.1, NO, 2, NO, NO, YES, NO, YES
ID13024, 31, FEMALE, SUBURBAN, 27658.2, NO, 2, NO, YES, NO, YES, YES
ID13025, 58, MALE, INNER_CITY, 45894.6, YES, 2, NO, NO, YES, YES, YES
ID13026, 25, MALE, INNER_CITY, 50856.4, YES, 0, NO, YES, NO, YES, YES
ID13027, 50, MALE, TOWN, 22484.4, YES, 1, NO, NO, YES, NO, NO
ID13028, 22, FEMALE, INNER_CITY, 39862.4, NO, 2, YES, YES, YES, NO, YES
ID13029, 21, MALE, RURAL, 19601.9, NO, 0, NO, YES, YES, YES, NO
ID13030, 41, MALE, SUBURBAN, 48258.1, YES, 3, NO, YES, NO, NO, NO
ID13031, 57, MALE, INNER_CITY, 50649.9, NO, 2, NO, YES, YES, NO, NO
ID13032, 26, FEMALE, INNER_CITY, 16111.5, YES, 2, NO, NO, YES, NO, YES
ID13033, 42, MALE, INNER_CITY, 19640.1, NO, 1, NO, YES, NO, YES, YES
ID13034, 47, MALE, TOWN, 20113.9, NO, 0, NO, NO, NO, YES, NO
ID13035, 56, FEMALE, INNER_CITY, 28062.4, YES, 2, YES, YES, NO, YES, NO
ID13036, 39, FEMALE, INNER_CITY, 33008.7, YES, 3, YES, YES, YES, YES, YES
ID13037, 50, FEMALE, RURAL, 15835.7, YES, 3, NO, NO, YES, YES, YES
ID13038, 57, FEMALE, INNER_CITY, 30921.7, YES, 1, NO, YES, YES, NO, NO
ID13039, 26, MALE, INNER_CITY, 27160.1, YES, 2, YES, YES, NO, NO, YES
ID13040, 58, MALE, INNER_CITY, 50202.3, YES, 0, YES, YES, YES, NO, NO
ID13041, 24, MALE, RURAL, 39193.7, YES, 3, NO, YES, YES, NO, NO
ID13042, 32, FEMALE, INNER_CITY, 42507.9, NO, 3, YES, YES, YES, NO, NO
ID13043, 33, FEMALE, SUBURBAN, 22594.8, NO, 3, NO, YES, YES, NO, YES
ID13044, 32, MALE, TOWN, 30702.3, YES, 1, YES, YES, NO, YES, NO
ID13045, 25, FEMALE, INNER_CITY, 25144.4, YES, 1, NO, YES, NO, NO, NO
ID13046, 39, MALE, INNER_CITY, 47343.9, YES, 1, NO, YES, NO, YES, NO
ID13047, 43, FEMALE, INNER_CITY, 33135.1, YES, 3, NO, NO, YES, NO, YES
ID13048, 55, MALE, INNER_CITY, 17771.2, YES, 3, YES, NO, YES, YES, YES
ID13049, 44, FEMALE, INNER_CITY, 33106.7, YES, 3, NO, YES, YES, YES, NO
ID13050, 34, MALE, INNER_CITY, 29219.3, YES, 2, NO, YES, YES, YES, NO
ID13051, 55, FEMALE, INNER_CITY, 19579.2, YES, 1, YES, YES, YES, NO, YES
ID13052, 43, MALE, INNER_CITY, 43027.5, YES, 2, YES, NO, YES, YES, YES
ID13053, 45, MALE, INNER_CITY, 24208.6, YES, 1, NO, YES, YES, YES, YES
ID13054, 22, FEMALE, TOWN, 46383.1, YES, 3, NO, NO, YES, NO, NO
ID13055, 23, MALE, INNER_CITY, 30744.1, NO, 0, NO, YES, YES, NO, YES
ID13056, 57, MALE, TOWN, 15497.3, NO, 1, YES, NO, YES, NO, NO
ID13057, 47, FEMALE, INNER_CITY, 43105.1, NO, 1, YES, YES, NO, NO, YES
ID13058, 54, FEMALE, SUBURBAN, 17122.9, NO, 1, YES, YES, YES, NO, YES
ID13059, 43, MALE, SUBURBAN, 26775.3, YES, 2, NO, YES, YES, YES, NO
ID13060, 29, MALE, INNER_CITY, 44508.2, YES, 2, NO, NO, YES, NO, NO
ID13061, 22, MALE, TOWN, 24067.3, NO, 2, NO, YES, YES, NO, NO
ID13062, 28, MALE, INNER_CITY, 27600.8, YES, 2, YES, YES, NO, NO, YES
ID13063, 37, FEMALE, INNER_CITY, 30213.1, YES, 0, YES, YES, NO, NO, YES
ID13064, 24, FEMALE, INNER_CITY, 27478.5, NO, 1, YES, NO, YES, NO, YES
ID13065, 47, MALE, INNER_CITY, 41662.7, YES, 1, YES, YES, YES, YES, NO
ID13066, 51, FEMALE, INNER_CITY, 24110.8, YES, 2, NO, YES, YES, YES, NO
ID13067, 39, MALE, RURAL, 21154.6, YES, 2, NO, YES, NO, YES, NO
ID13068, 28, FEMALE, RURAL, 36999.2, NO, 2, NO, YES, YES, NO, NO
ID13069, 60, MALE, INNER_CITY, 24936.6, YES, 3, NO, YES, YES, NO, YES
ID13070, 30, FEMALE, TOWN, 35081.5, NO, 2, NO, NO, NO, NO, YES
ID13071, 60, MALE, RURAL, 17465.1, NO, 1, NO, NO, YES, NO, NO
ID13072, 51, FEMALE, INNER_CITY, 23539.5, YES, 1, NO, YES, YES, NO, YES
ID13073, 24, MALE, INNER_CITY, 18121.7, NO, 2, YES, YES, YES, NO, NO
ID13074, 28, MALE, INNER_CITY, 49362.4, YES, 0, NO, NO, NO, YES, YES
ID13075, 35, FEMALE, SUBURBAN, 38367.3, YES, 2, NO, NO, YES, NO, NO
ID13076, 57, MALE, TOWN, 15958.6, NO, 3, NO, NO, YES, YES, YES
ID13077, 31, MALE, RURAL, 17546.0, NO, 1, NO, NO, YES, NO, NO
ID13078, 41, FEMALE, INNER_CITY, 30085.1, YES, 0, YES, YES, YES, NO, YES
ID13079, 20, FEMALE, TOWN, 16575.4, YES, 2, YES, YES, YES, NO, NO
ID13080, 52, MALE, INNER_CITY, 20375.4, NO, 1, NO, NO, YES, NO, NO
ID13081, 39, MALE, RURAL, 50576.3, NO, 3, YES, YES, YES, NO, YES
ID13082, 38, MALE, INNER_CITY, 37869.6, NO, 3, NO, NO, YES, NO, NO
ID13083, 43, FEMALE, RURAL, 8877.07, YES, 1, YES, NO, YES, YES, NO
ID13084, 30, MALE, INNER_CITY, 24946.6, YES, 1, NO, NO, YES, NO, NO
ID13085, 26, MALE, INNER_CITY, 25304.3, YES, 2, YES, NO, NO, NO, YES
ID13086, 40, MALE, INNER_CITY, 24212.1, NO, 1, YES, NO, YES, NO, YES
ID13087, 43, MALE, RURAL, 59803.9, YES, 0, NO, YES, NO, NO, NO
ID13088, 27, MALE, SUBURBAN, 26658.8, YES, 1, NO, YES, YES, NO, NO
ID13089, 23, FEMALE, INNER_CITY, 15735.8, YES, 0, YES, NO, YES, NO, YES
ID13090, 42, FEMALE, RURAL, 55204.7, YES, 1, YES, YES, NO, NO, NO
ID13091, 38, MALE, TOWN, 19474.6, NO, 1, YES, YES, NO, YES, NO
ID13092, 43, FEMALE, TOWN, 22342.1, YES, 2, YES, NO, NO, YES, YES
ID13093, 31, MALE, INNER_CITY, 17729.8, YES, 0, YES, NO, NO, YES, NO
ID13094, 53, FEMALE, TOWN, 41016.0, NO, 1, YES, YES, NO, NO, NO
ID13095, 49, MALE, INNER_CITY, 26909.2, YES, 2, NO, YES, YES, NO, YES
ID13096, 25, FEMALE, TOWN, 22522.8, YES, 1, NO, YES, YES, NO, YES
ID13097, 30, MALE, RURAL, 57880.7, YES, 2, YES, YES, NO, YES, NO
ID13098, 22, FEMALE, INNER_CITY, 16497.3, YES, 1, NO, NO, YES, YES, YES
ID13099, 46, MALE, SUBURBAN, 38446.6, NO, 2, YES, NO, NO, YES, NO
ID13100, 22, MALE, TOWN, 15538.8, YES, 2, YES, NO, YES, NO, NO
ID13101, 45, FEMALE, TOWN, 12640.3, YES, 0, NO, NO, NO, YES, YES
ID13102, 47, MALE, TOWN, 41034.0, NO, 2, NO, YES, YES, NO, YES
ID13103, 33, MALE, SUBURBAN, 20809.7, YES, 2, YES, YES, YES, NO, YES
ID13104, 39, FEMALE, TOWN, 20114.0, YES, 0, NO, YES, YES, NO, YES
ID13105, 37, FEMALE, TOWN, 29359.1, NO, 0, NO, YES, YES, NO, YES
ID13106, 26, MALE, INNER_CITY, 24270.1, YES, 3, YES, NO, NO, NO, YES
ID13107, 39, MALE, INNER_CITY, 22942.9, NO, 0, NO, YES, NO, NO, NO
ID13108, 52, MALE, INNER_CITY, 16325.8, YES, 2, YES, NO, YES, YES, YES
ID13109, 24, FEMALE, TOWN, 23443.2, YES, 2, YES, YES, YES, YES, NO
ID13110, 20, MALE, SUBURBAN, 29921.3, YES, 1, YES, YES, YES, NO, YES
ID13111, 59, MALE, TOWN, 37521.9, YES, 2, YES, NO, YES, NO, YES
ID13112, 41, MALE, TOWN, 19868.0, YES, 3, NO, YES, YES, NO, NO
ID13113, 48, FEMALE, SUBURBAN, 10953.0, NO, 1, NO, YES, YES, YES, NO
ID13114, 51, MALE, INNER_CITY, 13381.0, YES, 2, NO, YES, NO, YES, NO
ID13115, 36, MALE, TOWN, 18504.3, YES, 2, YES, NO, NO, NO, YES
ID13116, 54, FEMALE, INNER_CITY, 25391.5, YES, 2, YES, YES, NO, NO, YES
ID13117, 43, FEMALE, INNER_CITY, 26774.2, YES, 2, NO, YES, YES, YES, NO
ID13118, 28, FEMALE, RURAL, 17546.0, YES, 1, YES, YES, YES, YES, NO
ID13119, 58, FEMALE, SUBURBAN, 30085.1, NO, 1, NO, YES, NO, NO, YES
ID13120, 39, MALE, TOWN, 16575.4, YES, 1, YES, NO, YES, NO, NO
ID13121, 38, MALE, RURAL, 20375.4, NO, 1, YES, YES, YES, NO, NO
ID13122, 28, FEMALE, TOWN, 50576.3, NO, 3, YES, NO, YES, NO, YES
ID13123, 51, FEMALE, INNER_CITY, 37869.6, NO, 1, NO, YES, YES, NO, NO
ID13124, 51, MALE, INNER_CITY, 8877.07, NO, 1, NO, YES, NO, NO, NO
ID13125, 52, FEMALE, INNER_CITY, 24946.6, YES, 1, YES, NO, NO, NO, YES
ID13126, 36, MALE, INNER_CITY, 25304.3, YES, 1, YES, NO, YES, YES, YES
ID13127, 32, FEMALE, INNER_CITY, 24212.1, YES, 2, NO, YES, YES, YES, NO
ID13128, 34, MALE, TOWN, 59803.9, NO, 2, NO, YES, NO, YES, NO
ID13129, 46, FEMALE, INNER_CITY, 26658.8, YES, 1, YES, YES, YES, NO, YES
ID13130, 45, MALE, INNER_CITY, 15735.8, YES, 0, YES, YES, YES, YES, NO
ID13131, 51, FEMALE, INNER_CITY, 55204.7, YES, 0, NO, NO, YES, YES, YES
ID13132, 45, MALE, RURAL, 19474.6, YES, 1, YES, YES, NO, NO, NO
ID13133, 29, MALE, INNER_CITY, 22342.1, YES, 2, YES, YES, YES, YES, NO
ID13134, 37, FEMALE, INNER_CITY, 17729.8, NO, 3, YES, NO, NO, YES, YES
ID13135, 33, MALE, RURAL, 41016.0, YES, 1, YES, YES, NO, YES, YES
ID13136, 55, MALE, TOWN, 26909.2, YES, 2, NO, NO, YES, NO, NO
ID13137, 31, FEMALE, TOWN, 22522.8, NO, 2, YES, NO, YES, NO, NO
ID13138, 54, FEMALE, TOWN, 57880.7, YES, 2, NO, YES, NO, YES, YES
ID13139, 24, MALE, RURAL, 16497.3, NO, 0, YES, YES, YES, NO, NO
ID13140, 21, MALE, RURAL, 38446.6, YES, 0, YES, YES, YES, NO, NO
ID13141, 20, MALE, INNER_CITY, 15538.8, YES, 2, YES, NO, YES, YES, YES
ID13142, 45, FEMALE, INNER_CITY, 12640.3, YES, 2, NO, YES, YES, NO, YES
ID13143, 30, MALE, INNER_CITY, 41034.0, NO, 2, YES, YES, YES, NO, NO
ID13144, 56, MALE, TOWN, 20809.7, NO, 1, NO, YES, YES, NO, NO
ID13145, 45, MALE, TOWN, 20114.0, YES, 2, NO, NO, YES, NO, YES
ID13146, 50, FEMALE, RURAL, 29359.1, NO, 2, YES, YES, NO, NO, YES
ID13147, 50, MALE, RURAL, 24270.1, YES, 2, YES, YES, YES, NO, YES
ID13148, 48, MALE, RURAL, 22942.9, YES, 2, YES, NO, NO, NO, NO
ID13149, 30, FEMALE, INNER_CITY, 16325.8, NO, 3, YES, YES, NO, YES, NO
ID13150, 46, MALE, RURAL, 23443.2, YES, 1, NO, NO, YES, NO, YES
ID13151, 28, MALE, TOWN, 29921.3, NO, 2, YES, YES, YES, YES, NO
ID13152, 21, FEMALE, INNER_CITY, 37521.9, NO, 1, NO, YES, YES, YES, NO
ID13153, 58, FEMALE, TOWN, 19868.0, YES, 2, YES, YES, YES, NO, NO
ID13154, 42, MALE, INNER_CITY, 10953.0, YES, 2, YES, YES, YES, YES, NO
ID13155, 54, FEMALE, TOWN, 13381.0, YES, 2, NO, YES, YES, NO, NO
ID13156, 59, MALE, RURAL, 18504.3, YES, 3, NO, YES, YES, NO, NO
ID13157, 33, FEMALE, TOWN, 25391.5, YES, 1, NO, YES, YES, NO, YES
ID13158, 54, MALE, RURAL, 26774.2, YES, 2, YES, NO, YES, YES, YES
ID13159, 23, FEMALE, INNER_CITY, 24130.4, YES, 2, YES, YES, NO, YES, NO
ID13160, 36, MALE, TOWN, 16606.4, YES, 2, YES, NO, YES, YES, YES
ID13161, 44, FEMALE, INNER_CITY, 18714.2, NO, 1, YES, NO, YES, NO, NO
ID13162, 36, MALE, SUBURBAN, 14556.8, YES, 1, YES, YES, YES, NO, YES
ID13163, 44, MALE, INNER_CITY, 47165.7, NO, 2, YES, YES, YES, YES, NO
ID13164, 48, FEMALE, RURAL, 16745.7, YES, 2, NO, NO, YES, NO, NO
ID13165, 20, MALE, TOWN, 49834.9, YES, 2, NO, YES, YES, NO, YES
ID13166, 30, MALE, TOWN, 14166.6, NO, 1, NO, NO, YES, NO, YES
ID13167, 49, FEMALE, SUBURBAN, 43641.5, NO, 2, YES, YES, YES, NO, NO
ID13168, 57, FEMALE, TOWN, 19443.5, NO, 2, NO, YES, YES, YES, NO
ID13169, 40, MALE, INNER_CITY, 34324.5, YES, 2, YES, YES, YES, NO, NO
ID13170, 24, MALE, INNER_CITY, 22004.4, YES, 2, YES, YES, NO, NO, NO
ID13171, 29, MALE, RURAL, 36846.1, NO, 2, NO, YES, YES, NO, YES
ID13172, 33, FEMALE, TOWN, 47051.4, YES, 2, YES, YES, YES, YES, YES
ID13173, 21, MALE, RURAL, 51003.4, NO, 1, NO, YES, YES, YES, NO
ID13174, 51, MALE, INNER_CITY, 31977.0, YES, 1, NO, NO, YES, NO, YES
ID13175, 32, MALE, TOWN, 41901.4, YES, 1, NO, YES, YES, YES, NO
ID13176, 31, FEMALE, SUBURBAN, 31203.8, YES, 3, NO, YES, YES, YES, NO
ID13177, 41, MALE, SUBURBAN, 47835.8, NO, 2, YES, YES, YES, NO, YES
ID13178, 41, MALE, TOWN, 39193.4, NO, 0, NO, NO, YES, YES, NO
ID13179, 54, FEMALE, INNER_CITY, 44717.9, YES, 1, YES, YES, YES, NO, YES
ID13180, 46, FEMALE, INNER_CITY, 32481.6, YES, 1, NO, YES, YES, YES, NO
ID13181, 51, FEMALE, SUBURBAN, 50186.2, YES, 2, YES, YES, NO, NO, NO
ID13182, 33, FEMALE, INNER_CITY, 46012.7, YES, 3, YES, YES, YES, NO, YES
ID13183, 32, MALE, SUBURBAN, 23065.7, NO, 0, YES, YES, YES, YES, NO
ID13184, 24, MALE, RURAL, 23941.5, NO, 1, NO, YES, NO, YES, NO
ID13185, 32, FEMALE, INNER_CITY, 27739.3, YES, 1, NO, NO, YES, NO, YES
ID13186, 47, MALE, INNER_CITY, 14416.9, NO, 2, NO, YES, NO, NO, NO
ID13187, 29, MALE, RURAL, 46403.6, YES, 2, NO, YES, NO, NO, YES
ID13188, 41, FEMALE, TOWN, 31066.1, NO, 1, YES, YES, NO, YES, YES
ID13189, 47, MALE, RURAL, 30446.1, YES, 1, YES, YES, YES, NO, YES
ID13190, 32, MALE, INNER_CITY, 31690.4, YES, 2, YES, YES, NO, YES, YES
ID13191, 37, FEMALE, INNER_CITY, 18689.4, YES, 3, NO, YES, YES, NO, YES
ID13192, 26, FEMALE, INNER_CITY, 14039.5, NO, 2, NO, YES, YES, NO, NO
ID13193, 22, MALE, INNER_CITY, 21151.7, YES, 1, NO, NO, NO, YES, YES
ID13194, 38, MALE, TOWN, 28367.3, YES, 1, YES, YES, YES, YES, YES
ID13195, 24, MALE, RURAL, 42336.7, YES, 2, NO, YES, YES, NO, YES
ID13196, 21, FEMALE, TOWN, 29536.8, NO, 1, NO, YES, YES, YES, NO
ID13197, 26, MALE, SUBURBAN, 28449.6, NO, 2, YES, NO, YES, NO, YES
ID13198, 32, MALE, RURAL, 25672.3, YES, 2, YES, YES, NO, NO, NO
ID13199, 35, MALE, SUBURBAN, 16425.2, YES, 0, YES, NO, YES, NO, YES
ID13200, 36, FEMALE, RURAL, 39051.3, YES, 3, YES, NO, NO, NO, NO
ID13201, 45, MALE, INNER_CITY, 29204.1, NO, 2, YES, YES, YES, YES, NO
ID13202, 39, MALE, INNER_CITY, 37875.8, NO, 2, YES, YES, YES, NO, YES
ID13203, 42, FEMALE, TOWN, 22256.3, YES, 1, YES, YES, YES, NO, NO
ID13204, 45, FEMALE, TOWN, 48988.2, NO, 1, NO, NO, NO, YES, YES
ID13205, 23, FEMALE, TOWN, 41212.0, YES, 0, YES, YES, YES, NO, YES
ID13206, 47, FEMALE, TOWN, 18732.2, NO, 0, NO, YES, YES, YES, YES
ID13207, 21, FEMALE, TOWN, 31291.7, NO, 0, YES, YES, YES, NO, YES
ID13208, 34, MALE, INNER_CITY, 29078.2, YES, 2, NO, YES, NO, NO, NO
ID13209, 27, MALE, INNER_CITY, 15115.5, YES, 2, NO, YES, YES, NO, NO
ID13210, 49, FEMALE, INNER_CITY, 41698.1, YES, 1, YES, YES, YES, YES, NO
ID13211, 25, MALE, TOWN, 26630.4, YES, 2, NO, YES, YES, NO, NO
ID13212, 27, MALE, INNER_CITY, 41187.4, YES, 1, YES, YES, NO, NO, YES
ID13213, 35, FEMALE, INNER_CITY, 22939.5, YES, 1, NO, YES, YES, NO, YES
ID13214, 41, FEMALE, INNER_CITY, 45006.5, YES, 2, NO, YES, NO, NO, YES
ID13215, 34, MALE, INNER_CITY, 20036.4, NO, 2, NO, YES, NO, YES, YES
ID13216, 52, MALE, INNER_CITY, 32524.5, NO, 1, NO, NO, YES, NO, NO
ID13217, 28, MALE, SUBURBAN, 20455.3, YES, 1, YES, YES, YES, YES, NO
ID13218, 43, FEMALE, INNER_CITY, 22010.2, YES, 1, YES, NO, YES, NO, YES
ID13219, 36, MALE, TOWN, 35514.9, YES, 2, YES, YES, YES, NO, NO
ID13220, 33, MALE, INNER_CITY, 30989.7, YES, 1, NO, YES, YES, YES, NO
ID13221, 48, MALE, SUBURBAN, 14937.8, YES, 1, YES, YES, NO, YES, NO
ID13222, 50, FEMALE, INNER_CITY, 29806.8, NO, 0, YES, YES, YES, YES, YES
ID13223, 45, MALE, TOWN, 44304.1, NO, 0, NO, NO, YES, NO, YES
ID13224, 46, MALE, INNER_CITY, 16390.0, NO, 3, NO, YES, NO, YES, NO
ID13225, 57, FEMALE, INNER_CITY, 17513.0, NO, 1, NO, YES, YES, YES, NO
ID13226, 57, FEMALE, TOWN, 40609.8, YES, 2, NO, NO, YES, NO, NO
ID13227, 36, FEMALE, TOWN, 50006.9, YES, 0, YES, YES, YES, NO, NO
ID13228, 36, MALE, INNER_CITY, 36166.3, NO, 2, NO, YES, YES, NO, YES
ID13229, 40, MALE, INNER_CITY, 25935.7, YES, 0, YES, NO, NO, NO, YES
ID13230, 43, FEMALE, INNER_CITY, 42663.5, YES, 2, NO, YES, YES, NO, YES
ID13231, 51, MALE, INNER_CITY, 48528.7, NO, 2, YES, NO, YES, YES, YES
ID13232, 55, MALE, INNER_CITY, 23205.8, YES, 0, YES, YES, YES, YES, NO
ID13233, 36, FEMALE, INNER_CITY, 50137.7, YES, 0, NO, NO, YES, NO, NO
ID13234, 55, FEMALE, TOWN, 34379.8, YES, 2, NO, YES, YES, NO, YES
ID13235, 43, MALE, TOWN, 45882.4, NO, 0, NO, YES, YES, NO, YES
ID13236, 31, MALE, INNER_CITY, 34566.6, YES, 2, NO, YES, YES, NO, NO
ID13237, 30, MALE, SUBURBAN, 37884.3, NO, 1, NO, YES, YES, YES, YES
ID13238, 24, FEMALE, TOWN, 34713.5, NO, 1, YES, YES, NO, YES, YES
ID13239, 22, MALE, RURAL, 49284.9, YES, 2, NO, YES, YES, NO, YES
ID13240, 25, MALE, INNER_CITY, 50464.3, NO, 2, YES, YES, YES, NO, NO
ID13241, 40, MALE, INNER_CITY, 27520.1, YES, 2, YES, YES, NO, YES, YES
ID13242, 39, FEMALE, TOWN, 27658.2, YES, 3, YES, YES, YES, NO, YES
ID13243, 27, MALE, RURAL, 45894.6, NO, 2, NO, NO, YES, YES, YES
ID13244, 43, FEMALE, RURAL, 50856.4, NO, 2, YES, NO, NO, YES, YES
ID13245, 48, MALE, INNER_CITY, 22484.4, YES, 2, YES, YES, YES, NO, NO
ID13246, 42, MALE, INNER_CITY, 39862.4, YES, 2, YES, YES, YES, NO, YES
ID13247, 36, FEMALE, INNER_CITY, 19601.9, NO, 1, YES, YES, YES, YES, YES
ID13248, 32, MALE, SUBURBAN, 48258.1, NO, 3, YES, NO, YES, NO, NO
ID13249, 41, MALE, SUBURBAN, 50649.9, NO, 2, NO, NO, NO, NO, NO
ID13250, 51, FEMALE, SUBURBAN, 16111.5, YES, 2, YES, YES, YES, NO, NO
ID13251, 50, FEMALE, SUBURBAN, 19640.1, YES, 2, YES, NO, NO, YES, NO
ID13252, 40, MALE, SUBURBAN, 20113.9, YES, 1, YES, YES, YES, NO, NO
ID13253, 36, MALE, INNER_CITY, 28062.4, NO, 3, YES, YES, YES, NO, NO
ID13254, 31, MALE, INNER_CITY, 33008.7, YES, 3, YES, YES, YES, YES, YES
ID13255, 40, FEMALE, INNER_CITY, 15835.7, YES, 1, NO, NO, YES, NO, NO
ID13256, 20, MALE, INNER_CITY, 30921.7, YES, 2, NO, YES, YES, NO, NO
ID13257, 27, MALE, SUBURBAN, 27160.1, YES, 2, NO, NO, YES, YES, YES
ID13258, 24, MALE, RURAL, 50202.3, NO, 1, NO, YES, YES, NO, YES
ID13259, 58, FEMALE, INNER_CITY, 39193.7, YES, 2, NO, NO, YES, YES, YES
ID13260, 43, MALE, RURAL, 42507.9, YES, 3, NO, YES, YES, NO, NO
ID13261, 50, MALE, TOWN, 22594.8, NO, 2, NO, NO, YES, YES, YES
ID13262, 35, FEMALE, TOWN, 30702.3, YES, 3, YES, NO, YES, YES, YES
ID13263, 42, FEMALE, INNER_CITY, 25144.4, YES, 3, YES, YES, NO, NO, NO
ID13264, 42, FEMALE, INNER_CITY, 47343.9, YES, 0, NO, NO, YES, YES, NO
ID13265, 42, FEMALE, INNER_CITY, 33135.1, YES, 2, YES, YES, YES, NO, NO
ID13266, 53, MALE, INNER_CITY, 17771.2, NO, 1, YES, YES, YES, NO, NO
ID13267, 35, FEMALE, TOWN, 33106.7, YES, 1, YES, YES, YES, YES, YES
ID13268, 45, MALE, RURAL, 29219.3, YES, 3, YES, NO, YES, NO, NO
ID13269, 57, MALE, TOWN, 19579.2, NO, 2, NO, NO, NO, NO, NO
ID13270, 21, FEMALE, INNER_CITY, 43027.5, YES, 1, NO, YES, YES, NO, YES
ID13271, 42, MALE, INNER_CITY, 24208.6, YES, 0, YES, YES, YES, NO, NO
ID13272, 42, MALE, RURAL, 46383.1, NO, 1, YES, YES, YES, NO, NO
ID13273, 38, FEMALE, TOWN, 30744.1, YES, 3, NO, YES, YES, YES, NO
ID13274, 54, FEMALE, TOWN, 15497.3, NO, 1, YES, YES, YES, NO, YES
ID13275, 48, MALE, TOWN, 43105.1, YES, 3, YES, YES, NO, NO, YES
ID13276, 44, MALE, RURAL, 17122.9, YES, 1, NO, YES, YES, YES, NO
ID13277, 21, MALE, INNER_CITY, 26775.3, YES, 3, YES, NO, NO, NO, NO
ID13278, 33, FEMALE, TOWN, 44508.2, YES, 3, YES, YES, NO, YES, YES
ID13279, 56, MALE, INNER_CITY, 24067.3, YES, 1, YES, NO, YES, YES, NO
ID13280, 27, MALE, INNER_CITY, 27600.8, NO, 2, NO, YES, NO, NO, NO
ID13281, 48, MALE, SUBURBAN, 30213.1, YES, 0, YES, YES, YES, NO, NO
ID13282, 42, FEMALE, INNER_CITY, 27478.5, YES, 0, NO, YES, YES, YES, YES
ID13283, 22, MALE, INNER_CITY, 41662.7, YES, 2, YES, YES, YES, NO, NO
ID13284, 48, MALE, INNER_CITY, 24110.8, YES, 3, NO, NO, YES, NO, YES
ID13285, 58, FEMALE, RURAL, 21154.6, YES, 3, YES, YES, NO, NO, YES
ID13286, 35, FEMALE, TOWN, 36999.2, NO, 1, NO, YES, YES, NO, NO
ID13287, 50, FEMALE, RURAL, 24936.6, YES, 1, YES, YES, YES, NO, NO
ID13288, 47, FEMALE, RURAL, 35081.5, NO, 1, NO, NO, NO, NO, NO
ID13289, 50, MALE, TOWN, 17465.1, NO, 1, NO, YES, YES, YES, YES
ID13290, 35, MALE, TOWN, 23539.5, NO, 3, NO, YES, YES, NO, NO
ID13291, 55, FEMALE, RURAL, 18121.7, NO, 2, YES, YES, YES, NO, NO
ID13292, 58, FEMALE, RURAL, 49362.4, YES, 3, NO, NO, YES, NO, YES
ID13293, 51, FEMALE, INNER_CITY, 38367.3, YES, 0, YES, YES, NO, NO, YES
ID13294, 43, FEMALE, TOWN, 15958.6, YES, 0, NO, NO, YES, NO, NO
ID13295, 42, MALE, INNER_CITY, 41194.7, NO, 1, YES, YES, NO, NO, NO
ID13296, 28, MALE, RURAL, 49803.6, YES, 2, NO, NO, NO, YES, NO
ID13297, 49, FEMALE, INNER_CITY, 14336.7, YES, 1, NO, YES, YES, YES, YES
